texto,rotulo_masculino,rotulo_feminino
word134 word157 word278 word12 word156 word254 word103 word143 word492 word145 word452 word464 word337 word77 word103 word468 word1 word252 word299 word420 word448 word142 word252 word317 word483 word279 word61 word463 word257 word90 word96 word103 word361 word475 word221 word49 word445 word318 word286 word31 word486 word39 word306 word299 word257 word276 word199 word287 word182 word237 word340 word372 word77 word497 word49 word138 word174 word162 word176 word162 word219 word382 word414 word175 word130 word339 word30 word223 word111 word304 word40 word415 word135 word258 word287 word238,neutra,neutra
word396 word226 word12 word171 word266 word440 word114 word260 word91 word146 word132 word263 word332 word57 word38 word366 word147 word310 word39 word301 word455 word219 word289 word148 word143 word33 word240,positiva,positiva
word101 word271 word274 word19 word224 word449 word82 word411 word224 word263 word321 word353 word319 word52 word148 word423 word21 word358 word261 word60 word62 word491 word16 word12 word9 word315 word464 word86 word398 word360 word115 word36 word244 word41 word57,neutra,neutra
word339 word351 word228 word465 word465 word238 word451 word321 word70 word60 word40 word106 word157 word35 word305 word206 word301 word252 word136 word308 word476 word159 word154 word259 word403 word266 word416 word38 word50 word204 word117 word12 word108 word136 word460 word392 word176 word480 word419 word126 word240 word461 word229 word186 word452 word331 word221 word435 word373 word174 word213 word24 word51 word478 word27 word419 word105 word271 word362,neutra,neutra
word265 word150 word57 word438 word249 word27 word413 word471 word331 word164 word430 word370 word143 word166 word494 word477 word339 word19 word115 word177 word268 word434 word425 word138 word55 word138 word118 word450 word8 word416 word329 word53 word343 word291 word2 word112 word175 word108 word290 word308 word85 word62 word328 word235,neutra,neutra
word117 word130 word392 word410 word141 word2 word223 word310 word222 word468 word407 word394 word11 word427 word378 word199 word295 word413 word454 word276 word21 word310 word341 word30 word409 word101 word446 word276 word162 word30 word9 word371 word189 word421 word116 word461 word471 word51 word324 word470 word162 word34 word438 word238 word14 word421 word340 word36 word130 word10 word478 word13 word398 word256 word292 word406 word448 word64 word9 word63 word342 word285 word42 word118 word269 word366 word172 word475 word497 word384 word228 word439 word364 word260 word222 word417 word279 word92 word500 word35 word348 word328 word294 word26,negativa,negativa
word36 word208 word238 word378 word377 word71 word143 word256 word168 word13 word423 word366 word261 word159 word422 word18 word224 word401 word477 word126 word326 word95 word58 word177 word443 word345 word245 word142 word71 word136 word77 word94 word344 word67 word24 word272 word144 word228 word70 word105 word221 word346 word208 word271 word261,negativa,negativa
word44 word217 word11 word402 word148 word371 word27 word17 word212 word395 word407 word273 word307 word345 word337 word371 word16 word215 word420 word220 word74 word333 word152 word256 word259 word349 word465 word347 word500 word10 word392 word209 word365 word43 word264 word15 word333 word109 word73 word40 word135 word480 word493,neutra,neutra
word443 word454 word453 word184 word292 word177 word421 word204 word157 word343 word25 word189 word104 word187 word225 word32 word433 word209 word180 word75,positiva,positiva
word163 word361 word448 word111 word491 word97 word209 word158 word213 word452 word367 word399 word127 word474 word218 word326 word349 word332 word301 word241 word324 word453 word195 word256 word91 word178 word387,negativa,negativa
word9 word339 word439 word452 word428 word30 word68 word436 word347 word111 word194 word431 word465 word445 word231 word388 word23 word462 word111 word481 word9 word463 word264 word257 word339 word232 word476 word53 word329 word109 word19 word327 word339 word64 word364 word472 word348 word114 word43 word44 word310 word118 word186 word25 word221,neutra,positiva
word324 word126 word466 word488 word17 word88 word454 word17 word244 word475 word295 word154 word4 word197 word271 word41 word265 word203 word163 word487 word447 word348 word296 word237 word36 word154 word6 word184 word237 word306 word178 word128 word356 word76 word63 word349 word293 word435 word370 word451 word333 word421 word85,neutra,neutra
word304 word477 word377 word83 word262 word136 word110 word417 word492 word463 word420 word235 word264 word271 word369 word27 word414 word405 word498 word298 word229 word240 word311 word152 word389 word222 word141 word368 word169 word41 word262 word254 word146 word18 word238 word387 word401 word106 word216 word452 word173 word239 word340 word229 word421 word181,positiva,positiva
word271 word473 word25 word369 word199 word274 word456 word301 word210 word487 word303 word77 word45 word174 word360 word211 word85 word493 word100 word43 word191 word56 word297 word218 word464 word85 word135 word343 word349 word181 word461 word424 word306 word375 word268 word236 word273 word423 word9 word51 word238 word291 word90 word303 word13 word124 word230 word25 word317 word268,negativa,neutra
word12 word490 word301 word124 word382 word452 word143 word385 word394 word251 word317 word135 word465 word492 word491 word369 word22 word184 word223 word480 word274 word269 word74 word397 word169 word46 word494 word96 word9 word39 word227 word52 word422 word257 word162 word2 word240 word76 word490 word146 word238 word10 word66 word104 word26 word363,negativa,negativa
word138 word234 word381 word385 word14 word308 word457 word175 word272 word133 word361 word60 word260 word207 word321 word248 word491 word492 word143 word19 word247 word296 word376 word263 word294 word12 word382 word165 word193 word212 word36 word248 word191 word117 word123 word18 word444 word147 word438 word419 word229 word404 word106 word91 word450 word324 word345 word462 word7 word87 word481 word65 word225 word12 word163 word87 word128 word407 word138 word407 word448 word271 word270 word167 word334 word404 word432 word98 word344 word70 word246 word45 word276 word426 word409 word358 word289 word313 word50 word364 word341 word72 word317 word193 word255 word408 word162 word459 word209 word257 word15 word62,positiva,positiva
word485 word464 word61 word387 word424 word350 word410 word419 word224 word21 word229 word101 word57 word63 word349 word253 word270 word373 word275 word316 word44 word426 word225 word78 word407 word368 word27 word97 word8 word136 word50 word355 word262 word491 word375 word306 word255 word28 word36 word309 word3 word22 word110 word443 word230 word355 word206 word87 word186 word46 word386 word92 word189 word491 word296 word230 word272 word393 word128 word319 word437 word287 word224 word73 word125 word474 word271 word151 word210 word290 word269 word350 word129 word325 word222 word471 word79 word75 word231 word255 word346 word203 word457 word238,negativa,negativa
word194 word455 word471 word436 word162 word33 word408 word187 word375 word60 word334 word294 word461 word51 word204 word495 word195 word330 word81 word365 word138 word287 word440,negativa,negativa
word341 word457 word282 word42 word14 word168 word372 word76 word427 word120 word249 word102 word233 word227 word3 word284 word394 word469 word166 word441 word440 word495 word187 word426 word283 word30 word136 word337 word81 word218 word388 word75 word249 word108 word269 word121 word483 word39 word482 word396 word428 word426 word94 word466 word298 word482 word440 word290 word188 word59 word51 word195 word406 word253 word241 word123 word283 word320 word492 word365 word304 word456 word213 word468 word185 word64 word209 word65 word60 word441 word398 word111 word419 word35 word143 word354 word152 word366 word438 word34 word12 word471 word261 word254 word232 word217 word346 word290 word82 word314 word335 word57 word189 word396 word310,negativa,negativa
word302 word421 word401 word8 word46 word178 word480 word239 word446 word30 word482 word31 word405 word439 word148 word151 word291 word362 word61 word119 word378 word404 word77 word445 word434 word434 word121 word335 word81 word99 word36 word247 word356 word100 word94 word139 word99 word417 word85 word140 word153 word102 word471 word105 word244 word284 word131 word236 word86 word242 word10 word220 word183 word176 word56 word500 word14 word74 word52 word489 word160 word216 word376 word26 word34 word92 word340 word490 word311 word437 word441 word139,neutra,neutra
word44 word308 word452 word28 word494 word48 word312 word176 word366 word422 word426 word435 word409 word155 word233 word360 word85 word289 word266 word492 word25 word48 word16 word274 word276 word297 word122 word154 word209 word24 word377 word27 word334 word227 word500 word347 word238 word351 word59 word91 word250 word429 word411 word189 word142 word483 word283 word60 word113 word419 word450 word455 word4 word412 word56 word405 word441 word181 word97 word357 word35 word290 word166 word213 word413 word497 word202 word146 word418 word207 word100 word452,neutra,neutra
word394 word154 word449 word182 word341 word254 word34 word2 word92 word468 word477 word206 word485 word25 word484 word116 word19 word379 word192 word147 word380 word167 word377 word98 word43 word163 word305 word113 word72 word375 word247 word216 word120 word9 word27 word341 word41 word124 word456 word172 word373 word172 word466 word411 word235 word343 word207 word473 word180 word419 word309 word322 word176 word417 word374 word408 word401 word79 word438 word421 word122 word491 word264 word161 word112 word183 word19 word346 word354 word334 word275 word182 word362 word436 word44 word192 word498 word431 word498 word92 word233 word66 word434 word260 word122 word46 word369 word406 word440 word486,negativa,negativa
word155 word96 word106 word105 word319 word467 word280 word8 word347 word271 word389 word189 word215 word330 word354 word111 word294 word481 word33 word166 word267 word463 word485 word295 word274 word208 word223 word367 word273 word277 word422 word70 word479,positiva,positiva
word468 word128 word360 word358 word396 word404 word477 word239 word38 word97 word444 word423 word6 word184 word123 word161 word320 word256 word241 word218 word321 word342 word22 word69 word171 word218 word499 word446 word325 word19 word51 word229 word294 word331 word71 word444 word247 word297 word20 word413 word272 word112 word160 word177 word14 word472 word402 word443 word177 word279 word230 word238 word295 word226 word387 word30 word97 word447 word442 word410 word185 word229 word13 word140 word364 word172 word241 word62 word249 word361 word287 word279 word458 word118 word150 word312 word241 word490 word30 word62 word171 word230 word446 word248 word219 word84 word218 word266,negativa,negativa
word340 word200 word342 word70 word369 word35 word175 word454 word317 word246 word166 word45 word56 word359 word138 word38 word220 word199 word479 word116 word134 word83 word95 word267 word112 word360 word409 word244 word120 word411 word484,positiva,positiva
word374 word368 word443 word149 word108 word274 word266 word205 word390 word400 word123 word398 word116 word204 word14 word171 word480 word222 word356 word54 word318 word186 word372 word465 word266 word52 word239 word62 word225 word31 word321 word156 word101 word9 word445 word419 word406 word30,negativa,negativa
word126 word98 word221 word133 word284 word116 word293 word308 word335 word442 word39 word27 word231 word259 word379 word114 word228 word306 word329 word272 word296 word83 word233 word271 word40 word485 word317 word359 word268 word466 word3 word480 word104 word443 word31 word157 word286 word329 word8,positiva,positiva
word451 word404 word383 word263 word437 word112 word405 word291 word175 word110 word261 word2 word358 word118 word195 word97 word233 word186 word94 word445 word380 word194 word29 word423 word349 word278 word303 word4 word237 word95 word326 word466 word266 word303 word334 word465 word20 word156 word135 word359 word224 word387 word237 word488 word384 word10 word495 word477 word22 word196 word486 word419 word235,neutra,neutra
word318 word121 word293 word37 word401 word178 word221 word338 word499 word397 word201 word173 word170 word42 word169 word380 word139 word196 word35 word126 word35 word236 word149 word485 word295 word187 word269 word480 word91 word127 word273 word53,positiva,positiva
word89 word427 word427 word361 word126 word461 word424 word436 word180 word351 word338 word76 word292 word275 word293 word170 word335 word443 word303 word437 word386 word158 word368 word336 word472 word170 word82 word340 word317 word307 word370 word256 word16 word440 word139 word124 word408 word399 word253,positiva,positiva
word418 word215 word103 word481 word2 word203 word364 word397 word343 word245 word462 word118 word72 word315 word161 word235 word229 word133 word500 word192 word336 word80 word496 word494 word35 word322 word298 word87 word385 word383 word423 word301 word354 word362 word384 word293 word373 word31 word309 word102 word204 word385 word57 word378 word130 word377 word384 word8 word117 word403 word172 word220 word8 word347 word47 word137 word239 word385 word250 word492 word262 word127 word96 word393 word230 word303 word186 word137 word300 word148 word500 word366 word410 word143 word15 word24 word430 word437 word340 word295 word105,positiva,positiva
word496 word290 word196 word246 word107 word199 word469 word307 word216 word63 word454 word82 word361 word152 word140 word86 word188 word339 word209 word13 word133 word81 word201 word452 word482 word499 word57 word244 word23 word248 word289 word387 word169 word19 word228 word214 word313 word50 word307 word201 word370 word492 word114 word377 word64 word493 word241 word374 word389 word305 word193 word378 word239 word330 word307 word233 word59 word147 word469 word261 word319 word130 word353 word244 word110 word74 word198 word283 word141 word123 word135 word147 word370 word250,negativa,negativa
word23 word19 word470 word324 word333 word148 word133 word398 word220 word52 word245 word261 word285 word269 word429 word123 word295 word444 word490 word483 word364 word54 word495 word17 word276 word224 word340 word392 word369 word114 word378 word379 word13 word319 word64 word282 word114 word180 word136 word432 word453 word400 word362,positiva,positiva
word321 word403 word441 word178 word349 word242 word54 word112 word375 word344 word261 word391 word346 word170 word147 word473 word486 word16 word396 word67 word431 word295 word344 word351 word303 word126 word404 word278 word273 word160 word6 word278 word173 word330 word183,negativa,negativa
word71 word14 word141 word323 word316 word196 word332 word96 word362 word9 word68 word462 word234 word279 word199 word324 word375 word390 word125 word314 word393 word207 word192 word314 word287 word127 word479 word281 word283 word103 word338 word459 word364 word255 word319 word117 word31 word320 word91 word46 word388 word218 word427 word433 word62 word384 word168 word352 word23 word236 word315 word224 word276 word6 word4 word301 word208 word289 word180 word3,positiva,positiva
word474 word74 word250 word256 word313 word324 word424 word267 word351 word450 word52 word322 word184 word453 word277 word302 word378 word122 word272 word387 word389 word114 word419 word82 word133 word429 word309 word272 word279 word485 word114 word150 word245 word423 word275 word363 word409 word447 word231 word229 word41 word41 word244 word375 word419 word205 word286 word407 word160 word80 word461 word274 word78 word126 word164 word101 word219 word407 word369 word459 word418 word156 word30 word76 word397 word171 word361 word229 word448 word255 word451 word126 word389 word262 word96 word117 word157 word78 word469 word107 word300 word286 word270 word314 word458 word484 word438 word230 word364 word93 word442 word98 word57 word415 word379 word70 word483 word56 word25,neutra,neutra
word212 word244 word349 word36 word114 word120 word401 word412 word410 word53 word148 word157 word13 word129 word216 word443 word86 word431 word410 word80 word131 word230 word472 word393 word486 word157 word455 word479 word300 word78 word134 word65 word404 word157 word351 word134 word489 word387 word189 word239 word30 word69 word500 word408 word420 word322 word111 word53 word363 word166 word1 word12 word279 word421 word182 word500 word191 word367 word123 word304 word138 word390 word228 word21 word125 word177 word234 word136 word289 word482 word356 word156 word339 word484 word121 word117 word20 word422 word417 word207 word437,neutra,neutra
word196 word500 word186 word215 word384 word400 word336 word16 word437 word131 word253 word366 word145 word343 word253 word79 word108 word382 word31 word191 word250 word192 word207 word486 word17 word491 word361 word459 word323 word472 word37 word360 word356,positiva,negativa
word211 word487 word266 word355 word485 word362 word296 word308 word328 word489 word351 word150 word11 word392 word245 word208 word468 word78 word19 word370 word463 word415 word436 word432 word343 word461 word171 word373 word47 word264 word146 word470 word219 word105 word285 word39 word64 word216 word316 word292 word28 word340 word29 word408 word20 word14 word259 word402 word383 word301 word90 word477 word11 word174 word378 word309 word396 word384 word470 word259 word411 word78 word88 word25 word103 word56 word413 word248 word223 word320 word180 word286 word2 word357 word436 word20 word41 word69 word305 word381 word412 word391,positiva,positiva
word52 word421 word115 word155 word243 word488 word118 word172 word330 word336 word184 word66 word395 word451 word301 word437 word127 word433 word405 word452 word467 word173 word61 word375 word335 word324 word316 word21 word335 word243 word16 word428 word15 word117 word148 word392 word41 word193 word184 word208 word437 word163 word178 word205 word197 word478 word134 word57 word211 word42 word399 word447 word416 word403 word211 word350 word199 word428 word98 word71 word488 word181 word156 word335 word172 word374 word215 word392 word41 word364 word165 word212 word466 word242 word38 word230 word121 word238 word109 word322 word118 word233 word478 word319 word355 word387 word460 word444 word429 word171 word313 word410 word280 word64 word255 word109 word345 word430 word351 word276,positiva,positiva
word67 word487 word156 word292 word283 word215 word293 word283 word41 word335 word58 word218 word183 word224 word36 word351 word210 word31 word2 word271 word334 word274 word361 word379 word436 word492 word443 word398 word216 word252 word309 word85 word339 word295 word261 word418 word344 word467 word489 word413 word149 word95 word150 word357 word433 word441 word342 word341 word476 word343 word71,negativa,negativa
word216 word12 word19 word487 word264 word194 word406 word309 word331 word343 word100 word45 word365 word11 word360 word65 word132 word354 word312 word391 word306 word24 word420 word108 word69 word440 word98 word269 word243 word385 word23 word54 word208 word237 word395 word303 word75 word490 word230 word483 word495 word26 word253 word212 word250 word155 word280 word247 word94 word145 word74 word422 word339 word194 word198 word40 word145 word463 word16 word74 word424 word261 word17 word245 word375 word173 word191 word316 word300 word452 word124 word139 word78 word333 word267 word174 word348 word189 word98 word270 word219 word203 word223 word458 word108 word138 word283 word24 word73 word284 word255 word327 word57 word427 word243 word78 word156 word114 word227 word235,negativa,negativa
word189 word148 word207 word172 word115 word227 word472 word253 word299 word493 word307 word112 word200 word244 word238 word75 word53 word175 word458 word359 word421 word88 word208 word291 word218 word209 word180 word26 word429 word467 word41 word207 word259 word392 word494 word209 word375 word469 word416 word146 word409 word207 word9 word380 word418 word172 word226 word183 word59 word498 word12 word278 word8 word345 word451 word322 word304 word414 word488 word431,negativa,negativa
word230 word471 word186 word398 word196 word93 word175 word442 word129 word423 word333 word373 word377 word259 word301 word35 word350 word356 word52 word260 word255 word155 word34 word5 word105 word116 word106 word303 word211 word57 word42 word328 word468 word410 word379 word160 word352 word41 word86 word70 word92 word179 word22 word407 word358 word318 word88 word434 word4 word498 word364 word102 word99 word348 word405 word234 word31 word247 word240 word163 word452 word172 word122 word339,neutra,neutra
word205 word158 word43 word197 word115 word95 word67 word317 word355 word371 word27 word461 word254 word282 word439 word138 word252 word36 word247 word134 word92 word310 word66 word488 word117 word40 word224 word195 word329 word334 word297 word288 word389 word326 word70 word232 word344 word134 word432 word242 word161 word191 word310 word355 word128 word86 word46 word249 word464 word480 word280 word266 word252 word119 word208 word468 word309 word123 word44 word376 word452 word55 word188 word427 word127 word91 word198 word198 word241 word483 word487 word290 word38 word132 word91 word1 word192 word4 word288 word138 word363 word264 word476 word243 word79 word461 word155 word383 word392 word463 word321 word256 word193,positiva,positiva
word246 word36 word96 word189 word3 word112 word273 word188 word449 word47 word360 word297 word323 word336 word27 word396 word166 word326 word147 word199 word351 word468 word439 word364,neutra,neutra
word72 word285 word214 word142 word122 word81 word415 word161 word459 word335 word83 word32 word209 word41 word477 word454 word329 word147 word435 word324 word179 word440 word105 word284 word346 word454 word69 word144 word420 word250 word378 word387 word153 word166 word250 word14 word400 word58 word468 word390 word177 word37 word395 word225 word98 word215 word452 word345 word344,positiva,positiva
word323 word98 word199 word270 word159 word231 word296 word477 word156 word45 word435 word289 word237 word361 word491 word64 word431 word319 word293 word433 word153 word394 word286 word468 word234 word361 word249 word197 word188 word461 word419 word113 word433 word292 word53 word383 word82 word437 word228 word459 word242 word43 word384 word364 word152 word103 word432 word390 word149 word351 word121 word91 word332 word417 word460 word231 word72,neutra,neutra
word118 word1 word488 word20 word2 word49 word148 word488 word84 word286 word326 word400 word350 word493 word331 word423 word160 word204 word369 word438 word3 word217 word402 word57 word177 word275 word42 word458 word184 word393 word214 word201 word483 word428 word258 word233 word391 word343 word490 word167 word57 word98,positiva,positiva
word228 word54 word108 word103 word220 word375 word342 word13 word87 word306 word402 word18 word168 word58 word243 word196 word87 word483 word382 word273 word383 word157 word468 word206 word194 word285 word290 word310 word417 word134 word354 word99 word121 word248 word263 word323 word70 word409 word279 word297 word374 word347 word215 word242 word117 word284 word102 word318 word209 word119 word238 word468 word282 word173 word226 word303 word77 word281 word17 word427 word305 word57 word233 word443 word483,positiva,positiva
word49 word43 word396 word156 word164 word7 word487 word218 word399 word354 word71 word401 word276 word303 word101 word424 word466 word204 word47 word425 word444 word254 word290 word112 word34 word473 word242 word138,negativa,negativa
word267 word309 word26 word307 word228 word186 word391 word125 word30 word250 word372 word67 word493 word337 word468 word236 word62 word89 word251 word295 word368 word398 word382 word295 word10 word265 word410 word424 word418 word6 word218 word309 word124 word205 word49 word97 word3 word490 word430 word202 word3 word168 word218 word85 word331 word499 word422 word429 word416 word35 word276 word283 word51 word74 word283 word358 word105 word243 word38 word56 word291 word279 word376 word456 word95 word171 word428 word26 word415 word473 word50 word71 word343 word238 word494 word273 word328 word119 word163 word89 word74 word57 word447 word35 word259 word255 word28 word422 word251 word64 word65,neutra,neutra
word462 word382 word279 word102 word180 word384 word455 word482 word195 word244 word255 word29 word59 word23 word369 word113 word351 word188 word398 word58 word163 word103 word219 word281 word85 word334 word483 word22 word44 word477 word325 word460 word353 word359 word79 word256 word183 word417 word22 word10 word279 word486 word498 word297 word215 word137 word496 word92 word64 word255 word197 word248 word451 word135 word439 word106 word162 word3 word340 word430 word444 word84 word384 word71 word315 word352 word77 word56 word37 word355 word308 word60 word251 word398 word120 word303 word147 word131 word197 word177 word248 word103 word196 word312 word194 word329 word58 word69 word433 word231 word305 word370 word74 word487 word212,neutra,neutra
word222 word226 word114 word47 word278 word444 word32 word430 word414 word139 word316 word83 word380 word351 word178 word34 word486 word223 word447 word339 word390 word380 word98 word182 word234 word249 word22 word274 word78 word372 word342 word462 word373 word184 word484 word206 word163 word453 word186 word39 word235 word398 word95 word232 word65 word344 word238 word166 word114 word283 word335 word471 word219 word81 word417 word315 word351 word49 word157 word384 word417 word218 word403 word421,negativa,negativa
word34 word256 word222 word404 word149 word256 word157 word20 word364 word372 word332 word18 word349 word303 word221 word309 word56 word105 word65 word224 word448 word4 word224 word142 word469 word310 word111 word143 word291 word24 word34 word338 word402 word372 word86,positiva,positiva
word208 word470 word280 word222 word453 word266 word212 word271 word424 word227 word309 word90 word7 word34 word239 word360 word106 word472 word76 word349 word118 word30 word357 word260 word314 word471 word269 word421 word248 word175 word195 word173 word444 word256 word467 word126 word383 word58 word145 word17 word457 word150 word410 word213 word63 word172 word171 word255,neutra,positiva
word123 word268 word329 word14 word220 word28 word57 word106 word391 word207 word24 word374 word272 word71 word282 word125 word318 word474 word158 word373 word12 word204 word445 word38 word465 word47 word241 word91 word11 word175 word291 word362 word158 word247 word92 word365 word85 word431 word90 word333 word166 word499 word141 word475 word419 word234 word248 word177 word214 word233 word73 word162 word438 word490 word28 word367 word120 word327 word311 word440 word352 word412 word401 word324 word206 word169 word174 word180 word145 word156,neutra,neutra
word258 word346 word264 word9 word18 word480 word455 word293 word88 word391 word72 word189 word165 word7 word404 word255 word159 word254 word1 word219 word260 word170 word416 word125 word69 word264 word444 word188 word24 word485 word223 word87 word308 word160 word469 word147 word276 word272 word122 word250 word55 word322 word380 word476 word163 word143 word275 word347 word497 word13 word120 word132 word128 word232 word437 word16 word408 word309 word308 word340 word58 word374 word125 word259 word339 word302 word162 word199 word239 word21 word364,negativa,negativa
word425 word35 word175 word18 word355 word429 word79 word162 word423 word21 word477 word444 word77 word70 word346 word6 word253 word33 word266 word176 word354 word441 word245 word321 word301 word493 word116 word120 word190 word369 word433 word140 word55 word305 word299 word188 word93 word425 word424 word374 word290 word131 word202 word35 word125 word226 word219 word41 word479 word135 word255 word233 word235 word423 word374 word434,negativa,negativa
word84 word183 word4 word20 word169 word228 word399 word68 word420 word118 word70 word350 word388 word303 word58 word58 word196 word226 word500 word144 word97 word473 word77 word14 word212 word201 word310 word439 word467 word145 word491 word317 word35 word470 word69 word295 word396 word125 word136 word239 word443 word112 word332 word227 word56 word356 word417 word288 word89 word78 word212 word254 word277 word122 word251 word148 word344 word399 word327 word1 word497 word12 word500 word16 word259 word53,negativa,negativa
word196 word498 word42 word230 word307 word60 word23 word492 word135 word122 word175 word37 word74 word13 word268 word232 word138 word460 word153 word9 word50 word363 word267 word131 word124 word110 word211 word352 word320 word374 word21 word280 word383 word102 word292 word4 word455 word369 word312 word300 word335,positiva,positiva
word121 word484 word63 word293 word171 word453 word123 word321 word79 word91 word209 word400 word140 word347 word286 word489 word151 word122 word452 word167 word108 word411 word407 word32 word429 word317 word140 word268 word120 word85 word67 word83 word292 word406 word244 word8 word215 word374 word418 word367 word185 word325 word35 word205 word269 word15 word8 word401 word111 word63 word297 word141 word490 word474 word412 word151 word438 word128 word120 word487 word338 word43 word444 word81 word341 word220 word9 word394 word344 word443 word306 word378 word454 word489 word281 word9 word173 word310 word55 word59 word198 word456,neutra,neutra
word82 word340 word92 word55 word299 word14 word135 word322 word93 word380 word48 word307 word39 word366 word377 word398 word142 word119 word490 word365,neutra,neutra
word426 word244 word164 word299 word347 word457 word447 word392 word385 word225 word172 word282 word354 word260 word104 word8 word30 word214 word396 word395 word405 word355 word12 word442 word474 word425 word223 word108 word453 word93 word395 word483 word451 word261 word417 word416 word487 word181 word315 word409 word114 word113 word195 word181 word376 word468 word79 word163 word465 word298 word103 word302 word438 word187 word242 word307 word421 word283 word480,neutra,neutra
word251 word340 word39 word348 word432 word384 word143 word176 word481 word395 word466 word457 word218 word65 word115 word148 word418 word139 word181 word426 word82 word332 word276 word493 word245 word261 word426 word496 word365 word350 word439 word490 word368 word147 word322 word119 word251 word223 word494 word278 word480 word405 word425 word85 word388 word126 word289 word244 word130 word493 word438 word288 word6 word92 word114 word486 word202,neutra,neutra
word466 word154 word75 word214 word499 word242 word190 word334 word325 word150 word484 word297 word29 word204 word462 word197 word284 word307 word353 word437 word75 word259 word267 word77 word337 word60 word229 word166 word78 word412 word123 word128 word428 word439 word18 word139 word355 word390 word500 word278 word4 word437 word81 word61 word338 word302 word30 word85 word295 word128 word343 word206 word295 word238 word183,negativa,negativa
word8 word229 word341 word248 word308 word405 word11 word453 word409 word210 word382 word34 word155 word54 word318 word429 word301 word356 word72 word468 word97 word264 word342 word429 word467 word300 word289 word209 word284 word338 word324 word297 word221 word98 word28 word211 word199 word305 word451 word351 word403 word290 word464 word470 word77 word320 word253 word487 word293 word8 word105 word65 word101 word48 word392 word248 word336 word500 word324 word240 word134 word378 word254 word379 word12,neutra,neutra
word490 word318 word477 word306 word270 word279 word241 word101 word184 word303 word304 word80 word402 word357 word263 word227 word279 word291 word214 word432 word80 word187 word199 word50 word45 word446 word388 word183 word134 word204 word353 word149 word34 word211 word300 word261 word87 word422 word316 word361 word479 word257 word290 word382 word387 word424 word353 word30 word176 word297 word223 word22 word134 word155 word19 word382 word189 word396 word436 word442 word455 word250 word122 word43 word312 word64 word121 word123 word137 word187 word166 word264 word479 word323 word339 word82 word58 word95 word425,positiva,positiva
word202 word420 word472 word399 word439 word133 word211 word125 word183 word367 word339 word2 word378 word97 word93 word272 word121 word482 word74 word76 word381 word144 word358 word341 word95 word290 word269 word48 word383 word429 word474 word44 word90 word413 word153 word313 word175 word109 word313 word103 word69 word266 word97 word97 word391 word265 word272 word72 word81 word196 word195 word226 word68 word450 word182 word409 word201 word237 word57 word339 word30 word374 word441 word181 word444 word350 word2 word102 word321 word351 word47 word343 word406 word46,neutra,neutra
word468 word232 word285 word257 word258 word313 word212 word197 word201 word329 word409 word278 word339 word207 word387 word197 word211 word28 word131 word370 word44 word112 word389 word437 word208 word204 word255 word386 word235 word87 word216 word128 word342 word72 word305 word65 word487 word321 word70 word480 word287,neutra,neutra
word484 word107 word406 word381 word419 word36 word223 word322 word310 word345 word318 word112 word414 word242 word486 word261 word269 word296 word436 word451 word293 word274 word28 word34 word369 word173 word219 word315 word111 word167 word22 word384 word255 word95 word299 word72 word391 word116 word136 word439 word372 word341 word301 word261 word97 word151 word482 word460 word364 word445 word403 word200 word358 word377,positiva,positiva
word362 word252 word272 word331 word235 word13 word38 word251 word285 word367 word287 word95 word184 word222 word492 word267 word318 word368 word182 word483 word338 word425 word375 word311 word16 word292 word65 word302 word351 word273 word155 word30 word336 word350 word239 word359 word390 word257 word24 word436 word234 word337 word456 word182 word311 word10,negativa,negativa
word181 word391 word307 word240 word70 word189 word326 word494 word3 word359 word424 word476 word212 word60 word136 word426 word439 word319 word62 word61 word240 word295 word17 word344 word273 word7 word48 word228 word362 word413 word216 word148 word485 word230 word158 word222 word7 word151 word258 word460 word370 word391 word273 word56 word196 word499 word23 word440 word343 word142 word389 word419 word22 word54 word333 word500 word12 word333 word69 word326 word312 word46 word341 word449 word432 word15 word123 word121 word227 word72 word428 word389 word405 word100 word8 word456 word145 word329 word455 word19 word3 word3 word79 word26 word410 word303 word491 word401 word482 word120 word144 word425 word123 word29 word335,negativa,negativa
word436 word187 word283 word373 word42 word361 word183 word273 word229 word389 word94 word54 word206 word60 word122 word329 word410 word347 word159 word408 word204 word91 word379 word259 word186 word331,negativa,negativa
word356 word50 word144 word270 word34 word333 word377 word181 word5 word251 word435 word147 word425 word436 word141 word300 word22 word276 word440 word473 word100 word333 word34 word140 word418 word321 word197 word481 word380 word12 word40 word314 word439 word79 word270 word409 word432 word321 word500 word469 word418 word335 word493 word9 word45 word256 word336 word452 word340 word117 word455 word42 word48 word360 word482 word252 word68 word24 word490 word140 word320 word164 word108 word334 word370 word236,neutra,neutra
word390 word123 word247 word127 word205 word55 word474 word361 word451 word148 word437 word260 word100 word167 word406 word388 word361 word114 word324 word471 word25 word161 word41 word52 word499 word121 word90 word37 word491 word235 word396 word126 word321 word444 word336 word259 word106 word117 word299 word226 word24 word98 word217 word90 word277 word151 word146 word55 word252 word95 word316 word470 word457 word334 word404 word461 word341 word129 word251 word429 word334 word182 word85 word73 word189 word403 word277 word30 word460 word203 word196 word410 word189 word309 word461 word260 word308 word177 word446 word38 word139,neutra,neutra
